Date,High,Low,Open,Close,Volume,Adj Close
2020-07-15,39.0,38.0,38.25,38.75,44600300.0,35.91271209716797
2020-07-16,38.75,37.75,38.75,38.25,37275700.0,35.449317932128906
2020-07-17,39.0,38.0,38.5,38.75,27833900.0,35.91271209716797
2020-07-20,39.0,38.25,38.5,38.5,25566500.0,35.68101501464844
2020-07-21,40.5,39.0,39.0,40.25,65615400.0,37.302879333496094
2020-07-22,40.75,39.0,40.25,39.5,65462200.0,36.60779571533203
2020-07-23,40.0,39.0,39.5,39.75,36524100.0,36.8394889831543
2020-07-24,39.25,38.5,39.0,38.5,42731400.0,35.68101501464844
2020-07-29,38.75,38.25,38.5,38.5,29212400.0,35.68101501464844
2020-07-30,39.0,38.0,38.5,38.0,37445600.0,35.217628479003906
2020-07-31,39.25,37.25,38.25,39.0,75399200.0,36.144405364990234
